"4.014596164510342E8","260144","4.099596478730301E8","354342","4.708493112898245E8","9263","4.191258548006719E8","203416","4.6778715820143867E8","15304","10"
"3.7345825023136663E8","424222","3.950727382889073E8","438290","4.2504133848732173E8","11236","3.9588451148738915E8","245947","4.449996900520671E8","6773","11"
